,Extractor,Classifier,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_roc_auc,std_roc_auc
0,LBPH,SVM,0.5508333333333334,0.012660086009888636,0.5535225258823842,0.01816523001531291,0.547,0.06373033465748909,0.5475515422433259,0.02247596687337073,0.5728055555555556,0.013909236095682318
1,LBPH,RandomForest,0.549,0.005854722690083455,0.5479259254607117,0.005442778441424852,0.5599999999999999,0.014529663145135596,0.5538271441971532,0.008897960059622078,0.5666783333333333,0.005383635870411879
2,LBPH,KNN,0.5211666666666666,0.013505143053255265,0.5192262367056338,0.012195499494670407,0.5726666666666667,0.014476033833738964,0.5446088640451925,0.012657603821301804,0.5292563888888889,0.01136796331666913
