,Extractor,Classifier,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_roc_auc,std_roc_auc
0,HOG,SVM,0.7070000000000001,0.013245544324203678,0.7238622493689342,0.017379478503487797,0.6699999999999999,0.01763834207376396,0.6957156942516691,0.013612194761370846,0.7772922222222223,0.010685380487976969
1,HOG,RandomForest,0.6871666666666666,0.012786711852544416,0.7013269204584607,0.01709055299352149,0.6526666666666666,0.012319812408384204,0.6760200723357155,0.011922609979201063,0.7528763888888889,0.016419678986651684
2,HOG,KNN,0.5396666666666666,0.007702813338860912,0.521404329329638,0.00425331959959461,0.967,0.004642796092394695,0.6774980539978899,0.004613166854331388,0.7265855555555556,0.011179149069573784
